repo_name;release_count;age;star_count
willemarcel/osmcha-django;79;3313;35
ReproNim/neurodocker;23;2690;326
team-ocean/veros;20;2702;324
WattTime/pyiso;8;3806;239
teamhephy/controller;14;2547;14
frankkramer-lab/MIScnn;5;1939;402
ilius/pyglossary;20;4967;2174
SAP/InfraBox;13;2352;268
ergoithz/browsepy;12;3901;169
SEED-platform/seed;88;3601;107
SK-415/HarukaBot;58;1415;828
cqmoe/python-aiocqhttp;5;2291;272
colour-science/colour;22;3840;2069
oemof/tespy;42;2453;266
pauliacomi/pyGAPS;26;2591;63
pzivich/zepid;22;2515;141
spacetelescope/specviz;23;3125;43
spacy-io/thinc;81;3605;2814
SeldonIO/MLServer;16;1535;685
alteryx/evalml;103;1869;753
biotite-dev/biotite;56;2587;603
pupil-labs/pupil;116;4030;1447
kengz/SLM-Lab;26;2522;1248
discogs/discogs_client;7;4872;480
grid-control/grid-control;5;3963;23
calaldees/KaraKara;5;4539;28
ViDA-NYU/reprozip;37;3768;302
aerospike/aerospike-admin;83;3647;38
devexp-db/distgen;21;3398;18
Taapat/enigma2-plugin-youtube;226;3342;34
etingof/pysmi;12;3108;132
geopython/OWSLib;21;4611;381
ipop-project/controllers;8;3830;23
lukaszbanasiak/yahoo-finance;12;3771;1331
kevthehermit/PasteHunter;6;2553;1056
Yubico/python-u2flib-server;5;3851;287
google/grr;28;3921;4747
TuxSH/firmtool;5;2766;94
algorand/py-algorand-sdk;42;1905;265
VisTrails/VisTrails;8;4404;102
rst2pdf/rst2pdf;11;3458;543
os/slacker;55;3823;1605
automl/HPOBench;6;1689;133
ctlearn-project/ctlearn;16;2877;54
mushorg/tanner;6;3309;219
owtf/owtf;12;4606;1802
e-koch/FilFinder;10;4115;40
pyspeckit/pyspeckit;14;4343;103
radio-astro-tools/spectral-cube;18;3790;95
spacetelescope/gwcs;18;3515;45
aio-libs/sockjs;12;3433;118
aws/deep-learning-containers;1924;1685;989
geospace-code/pymap3d;57;3679;381
mithi/hexapod-robot-simulator;5;1658;771
opencobra/memote;50;3030;125
cobrateam/django-htmlmin;5;4858;543
coala-analyzer/coala;17;3759;3543
devitocodes/devito;38;3081;552
biobakery/MetaPhlAn;26;1652;288
nucypher/nucypher;11;2570;691
andsor/pyfssa;12;3654;30
berkeley-cocosci/Wallace;17;3661;36
hamcrest/PyHamcrest;10;4997;765
tmux-python/libtmux;103;3021;1001
tmux-python/tmuxp;177;4020;4036
dsavransky/EXOSIMS;35;3377;25
pubnub/python;57;4206;157
holoviz/holoviz;8;2532;830
astropy/regions;5;3394;61
mhvk/baseband;17;3242;29
avocado-framework/avocado;35;3830;342
bashtage/randomgen;32;2382;101
borgbackup/borg;102;3396;10906
awslabs/amazon-qldb-driver-python;14;1779;42
seisman/HinetPy;36;3651;76
bccp/nbodykit;7;3418;110
blaze/blaze;14;4325;3181
viniciuschiele/flask-io;22;3372;17
roclark/sportsipy;20;2305;481
rhinstaller/blivet;25;3857;97
cloudify-cosmo/cloudify-aws-plugin;89;3535;11
celery/py-amqp;11;4420;308
edx/repo-tools;29;3969;30
erudit/eruditorg;12;3233;16
dwave-examples/factoring;5;2354;34
wtforms/wtforms;10;4005;1499
lmacken/liveusb-creator;6;5679;140
virt-manager/virt-manager;5;3387;2312
cov-lineages/pangolin;92;1607;422
nidhaloff/igel;14;1462;3079
pyskell/slouchy;5;3251;799
davidfor/calibre-annotations;28;4095;119
koordinates/sno;34;2229;519
deathlyface/python-tradingview-ta;23;1573;1070
jupyter/jupyter_client;53;3430;379
dictation-toolbox/caster;5;3949;339
django-tastypie/django-tastypie;8;5267;3908
karec/oct;7;3545;19
superdesk/superdesk-core;210;3297;30
socketubs/Sublimall;26;3859;541
eea/sparql-client;7;4363;33
emlid/ntripbrowser;5;2905;32
kanaka/websockify;8;4977;3862
pietroalbini/botogram;14;3354;123
fonttools/ufoLib2;37;2306;25
gklyne/annalist;18;4206;25
microsoft/maro;21;1707;840
sns-sdks/python-youtube;9;2002;302
pybamm-team/PyBaMM;45;2129;1034
rq/django-rq;12;4489;1812
jazzband/django-pipeline;14;4836;1508
jjangsangy/py-translate;14;3804;121
pierky/arouteserver;99;2768;285
josephbestjames/airtable.py;12;3465;262
maxmind/GeoIP2-python;40;4161;1098
mozilla/django-tidings;9;4906;66
mozilla/remo;75;4612;46
tiangolo/meinheld-gunicorn-docker;5;2056;164
python-telegram-bot/python-telegram-bot;115;3341;25746
earwig/mwparserfromhell;23;4484;738
edx/course-discovery;10;3215;56
pollen-robotics/reachy;11;1864;137
CellProfiler/CellProfiler;34;4895;891
DigitalCampus/django-oppia;42;4090;17
OpenTransitTools/gtfsdb;5;3452;155
Rorosha/testcloud;12;3688;13
