vul_id,pkg_name,vul_introduced,vul_fixed,repo_url
GHSA-fvcj-hvfw-7f2v,botframework-connector,4.9.0,4.9.4,
GHSA-fvcj-hvfw-7f2v,botframework-connector,4.10.0,4.10.3,
GHSA-c6rp-wrp9-qr4q,dustjs-linkedin,0,3.0.0,https://github.com/linkedin/dustjs
GHSA-g452-6rfc-vrvx,open-graph,0,0.2.6,https://github.com/samholmes/node-open-graph
GHSA-4j6x-w426-6rc6,@cubejs-backend/api-gateway,0.11.0,0.11.17,
GHSA-g78f-549w-c354,multi-ini,0,2.1.1,
GHSA-5xgh-643p-cp2g,yapi-vendor,0,1.3.23,https://github.com/YMFE/yapi
GHSA-hhqj-cfjx-vj25,reveal.js,0,4.3.0,https://github.com/hakimel/reveal.js
GHSA-c35v-qwqg-87jc,express-basic-auth,0,1.1.7,https://github.com/LionC/express-basic-auth
GHSA-x56p-c8cg-q435,next,9.5.0,9.5.4,https://github.com/vercel/next.js
GHSA-pj2c-h76w-vv6f,tiny-csrf,0,1.1.0,https://github.com/valexandersaulys/tiny-csrf
GHSA-6c3f-p5wp-34mh,async-git,0,1.13.2,https://github.com/omrilotan/async-git
GHSA-cwg9-c9cr-p5fq,@theia/console,0,1.8.1,
GHSA-3fvg-4v2m-98jf,jsrsasign,4.8.0,10.5.25,https://github.com/kjur/jsrsasign
GHSA-8796-gc9j-63rv,matrix-react-sdk,0,3.21.0,https://github.com/matrix-org/matrix-react-sdk
GHSA-hpp2-2cr5-pf6g,@fastify/multipart,0,6.0.1,https://github.com/fastify/fastify-multipart
GHSA-hpp2-2cr5-pf6g,@fastify/multipart,7.0.0,7.4.1,https://github.com/fastify/fastify-multipart
GHSA-wx69-rvg3-x7fc,nodebb,1.15.0,1.18.5,https://github.com/NodeBB/NodeBB
GHSA-65wv-528r-m892,strapi,0,3.0.2,https://github.com/strapi/strapi
GHSA-84p7-fh9c-6g8h,mixme,0,0.5.2,https://github.com/adaltas/node-mixme
GHSA-ph34-pc88-72gc,npm,0,5.7.1,github.com/npm/cli
GHSA-qpv8-4pjq-qqh7,feathers-sequelize,6.0,6.3.4,https://github.com/feathersjs-ecosystem/feathers-sequelize
GHSA-94xh-2fmc-xf5j,systeminformation,0,4.27.11,https://github.com/sebhildebrandt/systeminformation
GHSA-xf64-2f9p-6pqq,type-graphql,0,0.17.6,
GHSA-rjf2-j2r6-q8gr,vm2,0,3.9.4,https://github.com/patriksimek/vm2
GHSA-cpgr-wmr9-qxv4,serve,0,10.0.2,
GHSA-f44q-634c-jvwv,libp2p,0,0.38.0,https://github.com/libp2p/js-libp2p
GHSA-m52x-29pq-w3vv,pannellum,2.5.0,2.5.5,https://github.com/mpetroff/pannellum
GHSA-44pw-h2cw-w3vq,hawk,0,9.0.1,https://github.com/mozilla/hawk
GHSA-gpvj-gp8c-c7p2,simple-markdown,0,0.5.2,https://github.com/ariabuckles/simple-markdown
GHSA-8j65-4pcq-xq95,highcharts,0,9.0.0,https://github.com/highcharts/highcharts
GHSA-vx3p-948g-6vhq,ssri,5.2.2,6.0.2,https://github.com/npm/ssri
GHSA-vx3p-948g-6vhq,ssri,7.0.0,7.1.1,https://github.com/npm/ssri
GHSA-vx3p-948g-6vhq,ssri,8.0.0,8.0.1,https://github.com/npm/ssri
GHSA-j95h-wmx9-4279,sails,0,0.12.0,
GHSA-43f8-2h32-f4cj,hosted-git-info,0,2.8.9,https://github.com/npm/hosted-git-info
GHSA-43f8-2h32-f4cj,hosted-git-info,3.0.0,3.0.8,https://github.com/npm/hosted-git-info
GHSA-67mq-h2r9-rh2m,multi-ini,0,2.1.2,
GHSA-4whq-r978-2x68,exiftool-vendored,0,14.3.0,https://github.com/photostructure/exiftool-vendored.js
GHSA-vfmp-9999-6wqj,vditor,0,3.8.7,https://github.com/Vanessa219/vditor
GHSA-wvr2-q86m-6whp,baobab,0,2.6.1,https://github.com/Yomguithereal/baobab
GHSA-5rrq-pxf6-6jx5,node-forge,0,1.0.0,https://github.com/digitalbazaar/forge
GHSA-8v38-pw62-9cw2,url-parse,0,1.5.7,https://github.com/unshiftio/url-parse
GHSA-48hw-37g6-3gw4,mx-nested-menu,0.1.30,0.1.29,
GHSA-7wpw-2hjm-89gp,merge,0,2.1.1,
GHSA-pv55-r6j3-wp94,eslint-config-eslint,5.0.2,5.0.1,
GHSA-6956-83fg-5wc5,set-in,0,2.0.3,https://github.com/ahdinosaur/set-in
GHSA-p9f8-gqjf-m75j,fastify-multipart,0,1.0.5,
GHSA-wgfq-7857-4jcc,json-bigint,0,1.0.0,
GHSA-qx2f-477c-35rq,method-override,1.0.2,2.3.10,https://github.com/expressjs/method-override
GHSA-qx2f-477c-35rq,method-override,2.0.0,2.3.10,https://github.com/expressjs/method-override
GHSA-4xcv-9jjx-gfj3,mem,0,4.0.0,
GHSA-rc4q-9m69-gqp8,fastify-csrf,0,3.1.0,
GHSA-f7ph-p5rv-phw2,nunjucks,0,2.4.3,
GHSA-6vwx-mwp8-fh44,reveal.js,0,3.9.2,
GHSA-qg8p-v9q4-gh34,shell-quote,0,1.6.1,
GHSA-fr54-72wr-cqvq,express-param,0,1.0.0,https://github.com/flitto/express-param
GHSA-27gm-ghr9-4v95,tinymce,0,4.9.7,https://github.com/tinymce/tinymce
GHSA-27gm-ghr9-4v95,tinymce,5.0.0,5.1.4,https://github.com/tinymce/tinymce
GHSA-cr56-66mx-293v,@toast-ui/editor,0,2.2.0,https://github.com/nhn/tui.editor
GHSA-333x-9vgq-v2j4,geddy,0,13.0.8,https://github.com/geddy/geddy
GHSA-32x6-qvw6-mxj4,fluture-node,4.0.0,4.0.2,https://github.com/fluture-js/fluture-node
GHSA-6chw-6frg-f759,acorn,5.5.0,5.7.4,
GHSA-6chw-6frg-f759,acorn,6.0.0,6.4.1,
GHSA-6chw-6frg-f759,acorn,7.0.0,7.1.1,
GHSA-798h-g4j5-5537,papaparse,0,5.2.0,https://github.com/mholt/PapaParse
GHSA-8xwg-wv7v-4vqp,electron,1.7,1.7.13,https://github.com/electron/electron
GHSA-8xwg-wv7v-4vqp,electron,1.8,1.8.4,https://github.com/electron/electron
GHSA-8xwg-wv7v-4vqp,electron,2.0.0-beta.1,2.0.0-beta.5,https://github.com/electron/electron
GHSA-3qh4-r86r-grvm,typed-function,0,0.10.6,
GHSA-9r3m-mhfm-39cm,bigint-money,0,0.6.2,
GHSA-33rv-m2gp-mm2r,safe-flat,2.0.0,2.0.2,
GHSA-6226-h7ff-ch6c,ckeditor4,4.13.0,4.16.2,https://github.com/ckeditor/ckeditor4
GHSA-p495-jxh2-wrfg,rfc6902,0,5.0.0,https://github.com/chbrown/rfc6902
GHSA-2r7v-cmch-5x26,muhammara,3.0.0,3.4.0,https://github.com/julianhille/MuhammaraJS
GHSA-2r7v-cmch-5x26,muhammara,0,2.6.2,https://github.com/julianhille/MuhammaraJS
GHSA-hhfg-6hfc-rvxm,jsoneditor,0,9.5.6,https://github.com/josdejong/jsoneditor
GHSA-gjwp-7v3g-99pj,joplin,0,2.3.2,https://github.com/laurent22/joplin
GHSA-4r62-v4vq-hr96,marked,1.1.1,2.0.0,
GHSA-4p55-xj37-fx7g,strapi-plugin-content-type-builder,0,3.2.5,
GHSA-28xh-wpgr-7fm8,open,0,6.0.0,
GHSA-7ww6-75fj-jcj7,auth0-lock,0,11.33.0,https://github.com/auth0/lock
GHSA-fvq6-55gv-jx9f,mysql,0,2.0.0-alpha8,
GHSA-6c3j-c64m-qhgq,jquery,0,3.4.0,https://github.com/jquery/jquery
GHSA-x5ph-4fr4-g7fw,galenframework-cli,0,2.3.1,
GHSA-2v5f-23xc-v9qr,ansi_up,0,5.0.0,
GHSA-cqr7-78pj-3g7j,hapi,2.0.0,2.2.0,https://github.com/spumko/hapi
GHSA-xc6g-ggrc-qq4r,sanitize-html,0,1.11.4,
GHSA-wff4-fpwg-qqv3,next,12.2.3,12.2.4,
GHSA-gh78-48h3-frjq,aedes,0,0.42.1,
GHSA-8j8c-7jfh-h6hx,js-yaml,0,3.13.1,
GHSA-8mwq-mj73-qv68,@sequelize/core,0,7.0.0-alpha.20,https://github.com/sequelize/sequelize
GHSA-8mwq-mj73-qv68,sequelize,0,6.29.0,https://github.com/sequelize/sequelize
GHSA-q4h8-7qff-gh6c,ghost,0,3.10.0,
GHSA-4rgj-8mq3-hggj,@hapi/subtext,0,6.1.2,
GHSA-m7rg-8wvq-846v,nestie,0,1.0.1,
GHSA-chh2-rvhg-wqwr,json-serializer,2.0.10,2.0.11,
GHSA-8wp3-cp9v-44fm,marked,0,0.3.9,
GHSA-4hr4-pjjh-2q2w,node-opcua,0,2.74.0,https://github.com/node-opcua/node-opcua
GHSA-h2r4-4xgf-3865,product-monitor,0,2.2.5,
GHSA-c53x-wwx2-pg96,@berslucas/liljs,0,1.0.2,https://github.com/bersLucas/liljs
GHSA-pm52-wwrw-c282,wiki-plugin-datalog,0,0.1.6,
GHSA-wm7q-rxch-43mx,serve,0,6.5.2,
GHSA-pgjx-7f9g-9463,next-auth,0,3.29.8,https://github.com/nextauthjs/next-auth
GHSA-pgjx-7f9g-9463,next-auth,4.0.0,4.9.0,https://github.com/nextauthjs/next-auth
GHSA-x8qc-rrcw-4r46,npm,0,6.13.3,
GHSA-w42g-7vfc-xf37,apollo-server,0,2.14.2,
GHSA-w42g-7vfc-xf37,apollo-server-azure-functions,0,2.14.2,
GHSA-w42g-7vfc-xf37,apollo-server-cache-memcached,0,2.14.2,
GHSA-w42g-7vfc-xf37,apollo-server-core,0,2.14.2,
GHSA-w42g-7vfc-xf37,apollo-server-cloud-functions,0,2.14.2,
GHSA-w42g-7vfc-xf37,apollo-server-cloudflare,0,2.14.2,
GHSA-w42g-7vfc-xf37,apollo-server-express,0,2.14.2,
GHSA-w42g-7vfc-xf37,apollo-server-fastify,0,2.14.2,
GHSA-w42g-7vfc-xf37,apollo-server-hapi,0,2.14.2,
GHSA-w42g-7vfc-xf37,apollo-server-koa,0,2.14.2,
GHSA-w42g-7vfc-xf37,apollo-server-lambda,0,2.14.2,
GHSA-w42g-7vfc-xf37,apollo-server-micro,0,2.14.2,
GHSA-p77h-hv6g-fmfp,ibm_db,0,2.6.0,https://github.com/ibmdb/node-ibm_db
GHSA-g9cg-h3jm-cwrc,@hapi/subtext,0,6.1.3,
GHSA-g9cg-h3jm-cwrc,@hapi/subtext,7.0.0,7.0.3,
GHSA-7h42-5vj2-cq39,tiny-json-http,1.0.1,7.0.0,https://github.com/brianleroux/tiny-json-http
GHSA-vp56-6g26-6827,node-fetch,3.0.0,3.2.10,https://github.com/node-fetch/node-fetch
GHSA-hv96-xxx2-5v7w,nw,0,0.23.6-1,
GHSA-82rf-q3pr-4f6p,nats,2.0.0-201,2.0.0-209,https://github.com/nats-io/nats.ws
GHSA-82rf-q3pr-4f6p,nats.ws,1.0.0-85,1.0.0-111,https://github.com/nats-io/nats.ws
GHSA-w7rc-rwvf-8q5r,node-fetch,0,2.6.1,
GHSA-w7rc-rwvf-8q5r,node-fetch,3.0.0-beta.1,3.0.0-beta.9,
GHSA-28f8-hqmc-7ph8,ember-power-timepicker,1.0.8,1.0.7,
GHSA-vw7g-jq9m-3q9v,glance,0,3.0.7,
GHSA-v82v-rq72-phq9,@isomorphic-git/cors-proxy,0,2.7.1,https://github.com/isomorphic-git/cors-proxy
GHSA-3xq5-wjfh-ppjc,luxon,1.0.0,1.28.1,https://github.com/moment/luxon
GHSA-3xq5-wjfh-ppjc,luxon,2.0.0,2.5.2,https://github.com/moment/luxon
GHSA-3xq5-wjfh-ppjc,luxon,3.0.0,3.2.1,https://github.com/moment/luxon
GHSA-w36g-q975-37rg,wazuh,4.0.0,4.0.4,
GHSA-5p8w-2mvw-38pv,node-saml,0,4.0.0-beta.5,https://github.com/node-saml/node-saml
GHSA-mfcp-34xw-p57x,saml2-js,0,2.0.5,https://github.com/Clever/saml2
GHSA-ch52-vgq2-943f,marked,0.4.0,0.7.0,
GHSA-2mj8-pj3j-h362,bin-links,0,1.1.5,
GHSA-r6ch-mqf9-qc9w,undici,0,5.19.1,https://github.com/nodejs/undici
GHSA-pfxf-wh96-fvjc,generator-jhipster-kotlin,1.6.0,1.7.0,
GHSA-mhpp-875w-9cpv,jquery,3.0.0-rc.1,3.0.0,https://github.com/jquery/jquery
GHSA-mhpp-875w-9cpv,jQuery,3.0.0-rc.1,3.0.0,https://github.com/jquery/jquery
GHSA-mw4x-g2x8-qcvf,tree-kit,0,0.7.0,https://github.com/cronvel/tree-kit
GHSA-2pr6-76vf-7546,js-yaml,0,3.13.0,
GHSA-9cv5-4wqv-9w94,muhammara,0,2.6.1,https://github.com/julianhille/MuhammaraJS
GHSA-9cv5-4wqv-9w94,muhammara,3.0.0,3.1.1,https://github.com/julianhille/MuhammaraJS
GHSA-9cv5-4wqv-9w94,hummus,0,1.0.111,https://github.com/julianhille/MuhammaraJS
GHSA-mrmf-qwxg-7c3h,remarkable,0,1.7.0,
GHSA-6394-6h9h-cfjg,nwmatcher,0,1.4.4,
GHSA-8vcr-vxm8-293m,xlsx,0,0.17.0,
GHSA-8vcr-vxm8-293m,org.webjars.npm:xlsx,0,0.17.0,
GHSA-hm7f-rq7q-j9xp,@builder.io/qwik,0,0.16.2,https://github.com/BuilderIO/qwik
GHSA-m974-647v-whv7,passport-saml,0,3.2.2,https://github.com/node-saml/passport-saml
GHSA-m974-647v-whv7,node-saml,0,4.0.0-beta.5,https://github.com/node-saml/passport-saml
GHSA-m974-647v-whv7,@node-saml/node-saml,0,4.0.0-beta.5,https://github.com/node-saml/passport-saml
GHSA-m974-647v-whv7,@node-saml/passport-saml,0,4.0.0-beta.3,https://github.com/node-saml/passport-saml
GHSA-2x4q-6jfv-8h9h,glance,0,3.0.4,
GHSA-63q7-h895-m982,dompurify,0,2.0.17,https://github.com/cure53/DOMPurify
GHSA-8fw4-xh83-3j6q,diagram-js,0,2.6.2,https://github.com/bpmn-io/diagram-js
GHSA-8fw4-xh83-3j6q,diagram-js,3.0.0,3.3.1,https://github.com/bpmn-io/diagram-js
GHSA-58h4-9m7m-j9m4,@okta/oidc-middleware,0,5.0.0,https://github.com/okta/okta-oidc-middleware
GHSA-f698-m2v9-5fh3,opencv,0,6.1.0,
GHSA-xj6r-2jpm-qvxp,@asyncapi/java-spring-cloud-stream-template,0,0.7.0,https://github.com/asyncapi/java-spring-cloud-stream-template
GHSA-3c48-6pcv-88rm,mathjax,0,2.7.4,https://github.com/mathjax/MathJax
GHSA-r9p9-mrjm-926w,elliptic,0,6.5.4,
GHSA-4w46-w44m-3jq3,parse-server,0,4.5.0,
GHSA-6cgh-hjpw-q3gq,stellar-sdk,0,8.2.3,
GHSA-jgrx-mgxx-jf9v,tmpl,0,1.0.5,https://github.com/daaku/nodejs-tmpl
GHSA-qg3g-2mgh-33j8,msrcrypto,0,1.4.1,
GHSA-fw5f-7c6c-3vmv,primefaces,0,8.0,https://github.com/primefaces/primefaces
GHSA-vv7x-7w4m-q72f,fhir-works-on-aws-authz-smart,3.1.1,3.1.3,https://github.com/awslabs/fhir-works-on-aws-authz-smart
GHSA-rhwf-hqpr-q8g2,script-manager,0,0.9.0,
GHSA-37hr-348p-rmf4,matrix-appservice-irc,0,0.33.2,https://github.com/matrix-org/matrix-appservice-irc
GHSA-w8qv-6jwh-64r5,browserslist,4.0.0,4.16.5,
GHSA-77qv-gh6f-pgh4,limdu,0,0.95,
GHSA-8h84-8j4f-p97q,bodymen,0,1.1.1,
GHSA-8gh8-hqwg-xf34,fast-json-patch,0,3.1.1,https://github.com/Starcounter-Jack/JSON-Patch
GHSA-mxjr-xmcg-fg7w,mobile-icon-resizer,0.2.0,0.4.3,
GHSA-rq8g-5pc5-wrhr,cryptiles,0,4.1.2,https://github.com/hapijs/cryptiles
GHSA-g95j-p8f6-pwh4,headless-browser-lite,0,2015.4.18-a,
GHSA-2hw7-mxvj-m455,node-red-dashboard,0,2.26.2,
GHSA-ww39-953v-wcq6,glob-parent,0,5.1.2,https://github.com/gulpjs/glob-parent
GHSA-j44m-qm6p-hp7m,tar,3.0.0,4.4.2,
GHSA-j44m-qm6p-hp7m,tar,0,2.2.2,
GHSA-hqq7-2q2v-82xq,@braintree/sanitize-url,0,6.0.0,https://github.com/braintree/sanitize-url
GHSA-cr84-xvw4-qx3c,shescape,1.5.10,1.6.1,https://github.com/ericcornelissen/shescape
GHSA-5wg4-74h6-q47v,bcrypt,0,5.0.0,
GHSA-qj3f-9gmq-fwv5,simple-markdown,0,0.4.4,https://github.com/Khan/simple-markdown
GHSA-jxf5-7x3j-8j9m,load-from-cwd-or-npm,3.0.2,3.0.4,
GHSA-82mg-x548-gq3j,ldapauth-fork,0,2.3.3,https://github.com/vesse/node-ldapauth-fork
GHSA-4662-j96g-mv46,reduce-css-calc,0,1.2.5,
GHSA-w5q7-3pr9-x44w,serialize-to-js,0,2.0.0,
GHSA-7frv-9phw-vrvr,strapi,0,3.2.5,
GHSA-3pcq-34w5-p4g2,modern-async,0,1.0.4,https://github.com/nicolas-van/modern-async
GHSA-2c83-wfv3-q25f,rebber,0,5.2.1,https://github.com/zestedesavoir/zmarkdown
GHSA-7p7h-4mm5-852v,trim-newlines,0,3.0.1,https://github.com/sindresorhus/trim-newlines
GHSA-7p7h-4mm5-852v,trim-newlines,4.0.0,4.0.1,https://github.com/sindresorhus/trim-newlines
GHSA-72mh-269x-7mh5,xmlhttprequest-ssl,0,1.6.1,
GHSA-r74q-wqx8-2pr3,nodeschnaps,0,1.0.3,
GHSA-h45p-w933-jxh3,@aws-crypto/client-browser,0,1.9.0,
GHSA-h45p-w933-jxh3,@aws-crypto/client-browser,2.0.0,2.2.0,
GHSA-h45p-w933-jxh3,@aws-crypto/client-node,0,1.9.0,
GHSA-h45p-w933-jxh3,@aws-crypto/client-node,2.0.0,2.2.0,
GHSA-2fvv-qxrq-7jq6,apollo-server-core,3.0.0,3.10.1,https://github.com/apollographql/apollo-server
GHSA-q4m3-2j7h-f7xw,jquery,0,1.9.0,https://github.com/jquery/jquery
GHSA-6qpr-9mc5-7gch,async-git,0,1.13.2,
GHSA-3jfq-g458-7qm9,tar,0,3.2.2,https://github.com/npm/node-tar
GHSA-3jfq-g458-7qm9,tar,4.0.0,4.4.14,https://github.com/npm/node-tar
GHSA-3jfq-g458-7qm9,tar,5.0.0,5.0.6,https://github.com/npm/node-tar
GHSA-3jfq-g458-7qm9,tar,6.0.0,6.1.1,https://github.com/npm/node-tar
GHSA-jqhq-pfg3-fg5p,Blink1Control2,0,2.2.9,https://github.com/todbot/Blink1Control2
GHSA-xwqw-rf2q-xmhf,buefy,0,0.7.2,https://github.com/buefy/buefy
GHSA-v923-w3x8-wh69,passport,0,0.6.0,https://github.com/jaredhanson/passport
GHSA-8fr3-hfg3-gpgp,node-forge,0,1.0.0,https://github.com/digitalbazaar/forge
GHSA-r683-j2x4-v87g,node-fetch,3.0.0,3.1.1,https://github.com/node-fetch/node-fetch
GHSA-r683-j2x4-v87g,node-fetch,0,2.6.7,https://github.com/node-fetch/node-fetch
GHSA-32j9-6qqm-mq9g,node-lmdb,0,0.9.7,https://github.com/Venemo/node-lmdb
GHSA-j7cg-h9v9-6vqp,irrelon-path,0,4.7.0,https://github.com/Irrelon/irrelon-path
GHSA-j7cg-h9v9-6vqp,@irrelon/path,0,4.7.0,https://github.com/Irrelon/irrelon-path
GHSA-7rg2-qxmf-hhx9,express-openid-connect,2.3.0,2.5.2,https://github.com/auth0/express-openid-connect
GHSA-5v2h-r2cx-5xgj,marked,0,4.0.10,https://github.com/markedjs/marked
GHSA-c7hr-j4mj-j2w6,jsonwebtoken,0,4.2.2,
GHSA-h9rv-jmmf-4pgx,serialize-javascript,0,2.1.1,
GHSA-97jv-c342-5xhc,whois,0,2.13.6,https://github.com/FurqanSoftware/node-whois
GHSA-8xxm-h73r-ghfj,frourio,0,0.26.0,https://github.com/frouriojs/frourio
GHSA-f2jw-pr2c-9x96,@rkesters/gnuplot,0,0.1.1,https://www.npmjs.com/package/@rkesters/gnuplot
GHSA-hpmr-g4pq-jhgp,chrono-node,0,2.2.4,
GHSA-m9jw-237r-gvfv,sequelize,0,4.44.3,
GHSA-m9jw-237r-gvfv,sequelize,5.0.0,5.15.1,
GHSA-m5h6-hr3q-22h5,npm,0,2.15.1,
GHSA-m5h6-hr3q-22h5,npm,3.0.0,3.8.3,
GHSA-5g6j-8hv4-vfgj,node-red,0,0.18.6,
GHSA-6pwf-whc8-hjf6,baryton-saxophone,0,3.0.1,
GHSA-gj77-59wh-66hg,prismjs,0,1.24.0,https://github.com/PrismJS/prism
GHSA-32vw-r77c-gm67,marked,0,0.3.3,
GHSA-vmh4-322v-cfpc,cmmn-js-properties-panel,0,0.8.0,
GHSA-2m6g-crv8-p3c6,parse-server,0,4.10.14,https://github.com/parse-community/parse-server
GHSA-2m6g-crv8-p3c6,parse-server,5.0.0,5.2.5,https://github.com/parse-community/parse-server
GHSA-9m87-6fj3-c5xh,pnpm,0,6.15.1,https://github.com/pnpm/pnpm
GHSA-m2mx-rfpw-jghv,kerberos,0,1.0.0,
GHSA-xqg8-cv3h-xppv,sequelize,0,2.0.0-rc8,https://github.com/sequelize/sequelize
GHSA-9j49-mfvp-vmhm,pac-resolver,0,5.0.0,https://github.com/TooTallNate/
GHSA-9j49-mfvp-vmhm,degenerator,0,3.0.1,https://github.com/TooTallNate/
GHSA-qr4p-c9wr-phr6,set-in,0,2.0.1,
GHSA-f9vc-q3hh-qhfv,remarkable,0,1.4.1,
GHSA-q854-j362-cfq9,jsoneditor,0,9.0.2,https://github.com/josdejong/jsoneditor
GHSA-hp68-xhvj-x6j6,jsx-slack,0,4.5.2,https://github.com/yhatt/jsx-slack/security/
GHSA-79mp-cxp4-9p6r,node-json2html,0,1.2.0,https://github.com/moappi/json2html
GHSA-wmpv-c2jp-j2xg,@openzeppelin/contracts,4.2.0,4.3.3,https://github.com/OpenZeppelin/openzeppelin-contracts
GHSA-wmpv-c2jp-j2xg,@openzeppelin/contracts-upgradeable,4.2.0,4.3.3,https://github.com/OpenZeppelin/openzeppelin-contracts
GHSA-9qh2-6fxg-9m4g,opencc,0,1.1.2,https://github.com/BYVoid/OpenCC
GHSA-9qh2-6fxg-9m4g,opencc,0,1.1.2,https://github.com/BYVoid/OpenCC
GHSA-mhxj-85r3-2x55,file-type,13.0.0,16.5.4,https://github.com/sindresorhus/file-type
GHSA-mhxj-85r3-2x55,file-type,17.0.0,17.1.3,https://github.com/sindresorhus/file-type
GHSA-w5m8-5v9m-xhx5,Haraka,0,2.8.9,
GHSA-rc77-xxq6-4mff,hot-formula-parser,0,3.0.1,https://github.com/handsontable/formula-parser
GHSA-pfrx-2q88-qq97,got,12.0.0,12.1.0,https://github.com/sindresorhus/got
GHSA-pfrx-2q88-qq97,got,0,11.8.5,https://github.com/sindresorhus/got
GHSA-536q-8gxx-m782,dojo,1.13.0,1.13.1,
GHSA-536q-8gxx-m782,dojo,1.12.0,1.12.4,
GHSA-536q-8gxx-m782,dojo,1.11.0,1.11.6,
GHSA-536q-8gxx-m782,dojo,1.10.0,1.10.10,
GHSA-q2qh-cgc2-qhr3,serve,0,6.4.9,
GHSA-vvv8-xw5f-3f88,mout,0,1.2.4,https://github.com/mout/mout
GHSA-w868-4576-rv24,ntesseract,0,0.2.9,https://github.com/taoyuan/ntesseract
GHSA-hh8v-jmh3-9437,sockjs,0,0.3.0,
GHSA-gmw6-94gg-2rc2,@npmcli/arborist,0,2.8.2,https://github.com/npm/arborist
GHSA-jcgr-9698-82jx,@floffah/build,0,1.0.0,
GHSA-394c-5j6w-4xmx,ua-parser-js,0,0.7.23,
GHSA-mg8r-9g6j-hwv9,hapi-auth-jwt2,5.1.1,5.1.2,https://github.com/dwyl/hapi-auth-jwt2
GHSA-9jjv-524m-jm98,@netlify/ipx,0,1.2.3,https://github.com/netlify/netlify-ipx
GHSA-m33v-338h-4v9f,@node-red/runtime,0,1.2.8,
GHSA-vmhw-fhj6-m3g5,angular-http-server,0,1.4.4,
GHSA-f34m-x9pj-62vq,@joeattardi/emoji-button,0,4.6.2,https://github.com/joeattardi/emoji-button
GHSA-g7j3-p357-cw8p,f2e-server,0,1.12.12,https://github.com/shy2850/node-server
GHSA-v279-v2xm-whq9,oils,0,8.0.0,https://github.com/mannyvergel/oils-js
GHSA-g93h-75m9-3qq4,pngcrush-installer,0,1.8.10,
GHSA-pmv6-gf98-p3r5,kill-port,0,1.3.2,
GHSA-93f3-23rq-pjfp,npm,0,6.14.6,
GHSA-3fjj-p79j-c9hh,fastify,4.0.0,4.10.2,https://github.com/fastify/fastify
GHSA-3fjj-p79j-c9hh,fastify,3.0.0,3.29.4,https://github.com/fastify/fastify
GHSA-f7r3-p866-q9qr,ircdkit,0,1.0.4,https://github.com/Twipped/ircdkit
GHSA-86wf-436m-h424,http-proxy-agent,0,2.1.0,
GHSA-2mqv-4j3r-vjvp,@auth0/nextjs-auth0,0,1.6.2,https://github.com/auth0/nextjs-auth0
GHSA-7r96-8g3x-g36m,tenvoy,0,7.0.3,https://github.com/TogaTech/tEnvoy
GHSA-mc84-xr9p-938r,generator-jhipster,0,6.3.1,https://github.com/jhipster/generator-jhipster/
GHSA-2hwp-g4g7-mwwj,jquery.terminal,0,1.21.0,
GHSA-rvg8-pwq2-xj7q,base64url,0,3.0.0,https://github.com/brianloveswords/base64url
GHSA-c56f-grv3-gpfr,forms,0,1.3.2,
GHSA-6mhr-52mv-6v6f,@keystone-6/core,2.2.0,2.3.1,https://github.com/keystonejs/keystone
GHSA-jgrh-5m3h-9c5f,find-my-way,0,2.2.5,
GHSA-jgrh-5m3h-9c5f,find-my-way,3.0.0,3.0.5,
GHSA-5gc4-cx9x-9c43,metacalc,0,0.0.2,https://github.com/metarhia/metacalc
GHSA-32gr-4cq6-5w5q,rsshub,0,1.0.0-master.c910c4d,https://github.com/DIYgod/RSSHub
GHSA-8j36-q8x7-pm6q,systeminformation,0,4.30.2,
GHSA-x6wp-rfwh-hcx7,content,0,3.0.7,
GHSA-39pj-gq8q-9pfj,keystone,0,0.3.16,
GHSA-9mrq-cjgh-32g2,smartbanner.js,0,1.14.1,https://github.com/ain/smartbanner.js/
GHSA-5hx7-77g4-wqx3,aedes,0.1.0,0.35.1,
GHSA-4wcx-c9c4-89p2,react-datepicker-plus,2.4.2,2.4.6,
GHSA-j3rh-8vwq-wh84,generator-jhipster-kotlin,0,1.2.0,https://github.com/jhipster/generator-jhipster
GHSA-j88m-953w-8r2c,rendertron,0,1.1.0,https://github.com/GoogleChrome/rendertron
GHSA-h466-j336-74wx,mpath,0,0.5.1,
GHSA-6h5x-7c5m-7cr7,eventsource,0,1.1.1,https://github.com/eventsource/eventsource
GHSA-6h5x-7c5m-7cr7,eventsource,2.0.0,2.0.2,https://github.com/eventsource/eventsource
GHSA-6r7x-hc8m-985r,joplin,0,1.2.1,https://github.com/laurent22/joplin
GHSA-8c25-f3mj-v6h8,sequelize,0,6.28.1,https://github.com/sequelize/sequelize
GHSA-8c25-f3mj-v6h8,@sequelize/core,0,7.0.0-alpha.20,https://github.com/sequelize/sequelize
GHSA-9rwj-9j2h-fhvm,tui-grid,0,4.21.3,https://github.com/nhn/tui.grid
GHSA-78j5-gcmf-vqc8,verdaccio,0,3.12.0,https://github.com/verdaccio/verdaccio
GHSA-wfp9-vr4j-f49j,sequelize,0,4.12.0,
GHSA-8cxp-cjm8-fj36,blamer,0,1.0.1,https://github.com/kucherenko/blamer
GHSA-h4j5-c7cj-74xg,xmlhttprequest,0,1.7.0,
GHSA-h4j5-c7cj-74xg,xmlhttprequest-ssl,0,1.6.2,
GHSA-r87w-47m8-22w3,jsrender,0,0.9.74,https://github.com/BorisMoore/jsrender
